reason,razón,raˈson,raˈson
recto,recto,ˈrekto,ˈrekto
red,rojo,ˈroxo,ˈroxo
region,región,reˈxjon,reˈxjon
reptile,reptil,repˈtil,repˈtil
rhinoceros,rinoceronte,rinoseˈɾonte,rinoseˈɾonte
rice,arroz,ˈaros,ˈaros
rodent,roedor,roeˈdor,roeˈðor
root,raíz,raˈis,raˈis
rotten,podrido,podˈɾido,poðˈɾiðo
salmon,salmón,salˈmon,salˈmon
salty,salado,saˈlado,saˈlaðo
scorpion,escorpión,eskoɾˈpjon,eskoɾˈpjon
seahorse,hipocampo,ipoˈkampo,ipoˈkampo
seal,sello,ˈseʝo,ˈseʝo
season,estación,estaˈsjon,estaˈsjon
see,ve,be,be
seed,semilla,seˈmiʝa,seˈmiʝa
sentence,frase,ˈfɾase,ˈfɾase
serious,grave,ˈɡɾabe,ˈɡɾaβe
sex,sexo,ˈsekso,ˈsekso
shape,forma,ˈfoɾma,ˈfoɾma
shark,tiburón,tibuˈɾon,tiβuˈɾon
sharp,agudo,aˈɡudo,aˈɣuðo
shiny,brillante,bɾiˈʝante,bɾiˈʝante
should,debe,ˈdebe,ˈdeβe
simple,simple,ˈsimple,ˈsimple
skillful,hábil,ˈabil,ˈaβil
slug,babosa,baˈbosa,baˈβosa
smell,huele,ˈwele,ˈwele
smooth,suave,ˈswabe,ˈswaβe
social,social,soˈsjal,soˈsjal
soil,suelo,ˈswelo,ˈswelo
solid,sólido,ˈsolido,ˈsoliðo
sour,agrio,ˈaɡɾjo,ˈaɣɾjo
south,sur,sur,sur
soy,soja,ˈsoxa,ˈsoxa
space,espacio,esˈpasjo,esˈpasjo
specialist,especialista,espesjaˈlista,espesjaˈlista
specific,específico,espeˈsifiko,espeˈsifiko
spicy,picante,piˈkante,piˈkante
spider,araña,aˈɾaɲa,aˈɾaɲa
stacked,apilado,apiˈlado,apiˈlaðo
starboard,estribor,estɾiˈbor,estɾiˈβor
steep,escarpado,eskaɾˈpado,eskaɾˈpaðo
stem,vástago,ˈbastaɡo,ˈbastaɣo
stick,palo,ˈpalo,ˈpalo
stone,piedra,ˈpjedɾa,ˈpjeðɾa
storm,tormenta,toɾˈmenta,toɾˈmenta
story,historia,isˈtoɾja,isˈtoɾja
string,cuerda,ˈkweɾda,ˈkweɾða
strong,fuerte,ˈfweɾte,ˈfweɾte
structure,estructura,estɾukˈtuɾa,estɾukˈtuɾa
sun,sol,sol,sol
surface,superficie,supeɾˈfisje,supeɾˈfisje
sweet,dulce,ˈdulse,ˈdulse
tangible,tangible,tanˈxible,tanˈxiβle
tangled,enredado,enreˈdado,enreˈðaðo
tapir,tapir,taˈpir,taˈpir
taste,sabor,saˈbor,saˈβor
tenso,tenso,ˈtenso,ˈtenso
thick,grueso,ˈɡɾweso,ˈɡɾweso
tick,garrapata,ɡaraˈpata,ɡaraˈpata
tired,cansado,kanˈsado,kanˈsaðo
to accompany,acompaña,akomˈpaɲa,akomˈpaɲa
to act,actúa,akˈtua,akˈtua
to anticipate,anticipa,antiˈsipa,antiˈsipa
to believe,cree,ˈkɾee,ˈkɾee
to bounce,rebota,reˈbota,reˈβota
to care,importa,imˈpoɾta,imˈpoɾta
to choose,elige,eˈlixe,eˈlixe
to continue,continúa,kontiˈnua,kontiˈnua
to convert,convierte,konˈbjeɾte,konˈbjeɾte
to cook,cocina,koˈsina,koˈsina
to correspond,equivaler,ekibaˈler,ekiβaˈler
to cost,cuesta,ˈkwesta,ˈkwesta
to deal,negocia,neˈɡosja,neˈɣosja
to deserve,merece,meˈɾese,meˈɾese
to engineer,ingenia,inˈxenja,inˈxenja
to face,enfrenta,enˈfɾenta,enˈfɾenta
to fall,cae,ˈkae,ˈkae
to fear,teme,ˈteme,ˈteme
to feel,siente,ˈsjente,ˈsjente
to fight,pelea,peˈlea,peˈlea
to fly,vuela,ˈbwela,ˈbwela
to function,funciona,funˈsjona,funˈsjona
to govern,gobierna,ɡoˈbjeɾna,ɡoˈβjeɾna
to grip,agarra,aˈɡara,aˈɣara
to help,ayuda,aˈʝuda,aˈʝuða
to hit,golpea,ɡolˈpea,ɡolˈpea
to hold,sostiene,sosˈtjene,sosˈtjene
to hunt,caza,ˈkasa,ˈkasa
to know,sabe,ˈsabe,ˈsaβe
to live,vive,ˈbibe,ˈbiβe
to love,ama,ˈama,ˈama
to mean,significa,siɡniˈfika,siɣniˈfika
to model,modela,moˈdela,moˈðela
to move,mueve,ˈmwebe,ˈmweβe
to need,necesita,neseˈsita,neseˈsita
to notice,nota,ˈnota,ˈnota
to obey,obedece,obeˈdese,oβeˈðese
to order,ordena,oɾˈdena,oɾˈðena
to own,posee,poˈsee,poˈsee
to party,fiesta,ˈfjesta,ˈfjesta
to pay attention,atención,atenˈsjon,atenˈsjon
to perceive,percibe,peɾˈsibe,peɾˈsiβe
to plan,planifica,planiˈfika,planiˈfika
to play,juega,ˈxweɡa,ˈxweɣa
to ponder,reflexiona,reflekˈsjona,reflekˈsjona
to prosper,prospera,pɾosˈpeɾa,pɾosˈpeɾa
to push,empuja,emˈpuxa,emˈpuxa
to read,lee,ˈlee,ˈlee
to recall,recuerda,reˈkweɾda,reˈkweɾða
to relate,relaciona,relaˈsjona,relaˈsjona
to repeat,repite,reˈpite,reˈpite
to ride,monta,ˈmonta,ˈmonta
to roll,rueda,ˈrweda,ˈrweða
to slide,frota,ˈfɾota,ˈfɾota
to say,dice,ˈdise,ˈdise
to sell,vende,ˈbende,ˈbende
to sit,siénta,ˈsjenta,ˈsjenta
to sleep,duerme,ˈdweɾme,ˈdweɾme
to speak,habla,ˈabla,ˈaβla
to spin,gira,ˈxiɾa,ˈxiɾa
to stand,para,ˈpaɾa,ˈpaɾa
to step,pisa,ˈpisa,ˈpisa
to study,estudia,esˈtudja,esˈtuðja
to surprise,sorprende,soɾˈpɾende,soɾˈpɾende
to surround,rodea,roˈdea,roˈðea
to take care,cuida,kuˈida,kuˈiða
to think,piensa,ˈpjensa,ˈpjensa
to touch,toca,ˈtoka,ˈtoka
to try,intenta,inˈtenta,inˈtenta
to understand,comprende,komˈpɾende,komˈpɾende
to wait,espera,esˈpeɾa,esˈpeɾa
to want,quiere,ˈkjeɾe,ˈkjeɾe
to wear,viste,ˈbiste,ˈbiste
to win,gana,ˈɡana,ˈɡana
to work,trabaja,tɾaˈbaxa,tɾaˈβaxa
to worry,preocupa,pɾeoˈkupa,pɾeoˈkupa
to write,escribe,esˈkɾibe,esˈkɾiβe
tomato,tomate,toˈmate,toˈmate
torso,torso,ˈtoɾso,ˈtoɾso
touch,tocar,toˈkar,toˈkar
tree,árbol,ˈaɾbol,ˈaɾβol
tuna,atún,aˈtun,aˈtun
turned on,encendido,ensenˈdido,ensenˈdiðo
turtle,tortuga,toɾˈtuɡa,toɾˈtuɣa
typical,típico,ˈtipiko,ˈtipiko
vagina,vagina,baˈxina,baˈxina
virus,virus,ˈbiɾus,ˈbiɾus
viscous,viscoso,bisˈkoso,bisˈkoso
wasp,avispa,aˈbispa,aˈβispa
whale,ballena,baˈʝena,baˈʝena
wheat,trigo,ˈtɾiɡo,ˈtɾiɣo
white,blanco,ˈblanko,ˈblaŋko
wide,amplio,ˈampljo,ˈampljo
widespread,extendido,ekstenˈdido,ekstenˈdiðo
wood,madera,maˈdeɾa,maˈðeɾa
word,palabra,paˈlabɾa,paˈlaβɾa
worm,gusano,ɡuˈsano,ɡuˈsano
