to deserve,kwesịrị,kʷesɪɾɪ,kʷesɪɾɪ
to engineer,ka injinia,ka in̩dʒinia,ka in̩dʒinia
to face,ihu,iɦu,iɦu
to fall,daa,daa,daa
to fear,ịtụ egwu,ɪtʊ eɡʷu,ɪtʊ eɡʷu
to feel,eche,et͡ʃe,et͡ʃe
to fight,ịlụ ọgụ,ɪlʊ ɒɡʊ,ɪlʊ ɒɡʊ
to fly,efe,efe,efe
to function,ịrụ ọrụ,ɪɾʊ ɒɾʊ,ɪɾʊ ɒɾʊ
to govern,ịchị achị,ɪt͡ʃɪ at͡ʃɪ,ɪt͡ʃɪ at͡ʃɪ
to help,nyere aka,ɲeɾe aka,ɲeɾe aka
to hit,ịkụ,ɪkʊ,ɪkʊ
to hold,ijide,idʒide,idʒide
to hunt,ichu nta,it͡ʃu n̩ta,it͡ʃu n̩ta
to know,mara,maɾa,maɾa
to live,,,
to love,n&#39;anya,ŋaɲa,ŋaɲa
to mean,ọ pụtara,ɒ pʊtaɾa,ɒ pʊtaɾa
to model,mee ihe atụ,mee iɦe atʊ,mee iɦe atʊ
to move,ịkwaga,ɪkʷaɡa,ɪkʷaɡa
to need,mkpa,m̩k͡pa,m̩k͡pa
to notice,mara,maɾa,maɾa
to obey,irube isi,iɾube isi,iɾube isi
to order,,,
to own,inwe,iŋʷe,iŋʷe
to party,mee ihe,mee iɦe,mee iɦe
to pay attention,ịṅa ntị,ɪŋa n̩tɪ,ɪŋa n̩tɪ
to perceive,ghọta,ɣɒta,ɣɒta
to plan,ime atụmatụ,ime atʊmatʊ,ime atʊmatʊ
to play,igwu egwu,iɡʷu eɡʷu,iɡʷu eɡʷu
to ponder,eche echiche,et͡ʃe et͡ʃit͡ʃe,et͡ʃe et͡ʃit͡ʃe
to prosper,nwee ọganihu,ŋʷee ɒɡaniɦu,ŋʷee ɒɡaniɦu
to push,ịkwanye,ɪkʷaɲe,ɪkʷaɲe
to read,ịgụ,ɪɡʊ,ɪɡʊ
to recall,icheta,it͡ʃeta,it͡ʃeta
to relate,ịkọ,ɪkɒ,ɪkɒ
to repeat,imeghachi,imeɣat͡ʃi,imeɣat͡ʃi
to ride,agba ịnyịnya,aɡ͡ba ɪɲɪɲa,aɡ͡ba ɪɲɪɲa
to roll,ịpịgharịa,ɪpɪɣaɾɪa,ɪpɪɣaɾɪa
to say,ikwu,ikʷu,ikʷu
to sell,ere,eɾe,eɾe
to sit,anọdụ ala,anɒdʊ ala,anɒdʊ ala
to sleep,ehi ụra,eɦi ʊɾa,eɦi ʊɾa
to slide,ehicha,eɦit͡ʃa,eɦit͡ʃa
to speak,ikwu okwu,ikʷu okʷu,ikʷu okʷu
to spin,ịkpụgharị,ɪk͡pʊɣaɾɪ,ɪk͡pʊɣaɾɪ
to stand,iguzo,iɡuzo,iɡuzo
to step,ịmalite,ɪmalite,ɪmalite
to study,amụ ihe,amʊ iɦe,amʊ iɦe
to surprise,iju anya,idʒu aɲa,idʒu aɲa
to surround,gbara ya gburugburu,ɡ͡baɾa ja ɡ͡buɾuɡ͡buɾu,ɡ͡baɾa ja ɡ͡buɾuɡ͡buɾu
to take care,,,
to think,iche echiche,it͡ʃe et͡ʃit͡ʃe,it͡ʃe et͡ʃit͡ʃe
to touch,metụ aka,metʊ aka,metʊ aka
to try,,,
to understand,ghọta,ɣɒta,ɣɒta
to wait,ichere,it͡ʃeɾe,it͡ʃeɾe
to want,achọ,at͡ʃɒ,at͡ʃɒ
to wear,eyi,eji,eji
to win,merie,meɾie,meɾie
to work,ịrụ ọrụ,ɪɾʊ ɒɾʊ,ɪɾʊ ɒɾʊ
to worry,ichegbu,it͡ʃeɡ͡bu,it͡ʃeɡ͡bu
to write,dee,dee,dee
tomato,,,
torso,ọkụ,ɒkʊ,ɒkʊ
touch,aka,aka,aka
tree,osisi,osisi,osisi
tuna,,,
turned on,,,
turtle,nduru,n̩duɾu,n̩duɹu
typical,ụdị,ʊdɪ,ʊdɪ
vagina,ikpu,ik͡pu,ik͡pu
virus,nje,n̩dʒe,n̩dʒe
viscous,,,
wasp,wep,wep,wep
whale,,,
wheat,ọka wit,ɒka wit,ɒka wit
white,ọcha,ɒt͡ʃa,ɒt͡ʃa
wide,obosara,obosaɾa,obosaɾa
widespread,zuru ebe niile,zuɾu ebe niile,zuɾu ebe niile
wood,osisi,osisi,osisi
word,okwu,okʷu,okʷu
worm,ikpuru,ik͡puɾu,ik͡puɾu
